FileName,SiteName,LibraryName,FileURL,SIT_Type,DetectionCount,SampleMatches,ConfidenceLevel,ScanTimestamp
"I9Form_EMP-10094_2025-06-22.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/I9Form_EMP-10094_2025-06-22.xlsx","U.S. Social Security Number (SSN)","2","100-***; 100-***","High","2025-12-23 00:05:25"
"I9Form_EMP-10098_2025-02-02.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/I9Form_EMP-10098_2025-02-02.xlsx","U.S. Social Security Number (SSN)","2","161-***; 161-***","High","2025-12-23 00:05:25"
"NewHirePaperwork_EMP-10006_2025-11-24.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10006_2025-11-24.xlsx","U.S. Social Security Number (SSN)","6","589-***; 589-***; 589-***","High","2025-12-23 00:05:26"
"NewHirePaperwork_EMP-10007_2025-08-21.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10007_2025-08-21.xlsx","U.S. Social Security Number (SSN)","6","612-***; 612-***; 612-***","High","2025-12-23 00:05:26"
"NewHirePaperwork_EMP-10010_2025-03-11.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10010_2025-03-11.docx","U.S. Social Security Number (SSN)","6","390-***; 390-***; 390-***","High","2025-12-23 00:05:27"
"NewHirePaperwork_EMP-10010_2025-04-16.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10010_2025-04-16.docx","U.S. Social Security Number (SSN)","6","390-***; 390-***; 390-***","High","2025-12-23 00:05:27"
"NewHirePaperwork_EMP-10016_2025-11-13.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10016_2025-11-13.docx","U.S. Social Security Number (SSN)","6","047-***; 047-***; 047-***","High","2025-12-23 00:05:27"
"NewHirePaperwork_EMP-10017_2025-02-12.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10017_2025-02-12.txt","U.S. Social Security Number (SSN)","6","382-***; 382-***; 382-***","High","2025-12-23 00:05:28"
"NewHirePaperwork_EMP-10021_2025-09-21.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10021_2025-09-21.docx","U.S. Social Security Number (SSN)","6","152-***; 152-***; 152-***","High","2025-12-23 00:05:28"
"NewHirePaperwork_EMP-10022_2025-08-26.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10022_2025-08-26.docx","U.S. Social Security Number (SSN)","6","620-***; 620-***; 620-***","High","2025-12-23 00:05:29"
"NewHirePaperwork_EMP-10025_2025-05-10.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10025_2025-05-10.xlsx","U.S. Social Security Number (SSN)","6","194-***; 194-***; 194-***","High","2025-12-23 00:05:29"
"NewHirePaperwork_EMP-10026_2024-12-23.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10026_2024-12-23.docx","U.S. Social Security Number (SSN)","6","491-***; 491-***; 491-***","High","2025-12-23 00:05:30"
"NewHirePaperwork_EMP-10027_2025-08-22.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10027_2025-08-22.docx","U.S. Social Security Number (SSN)","6","741-***; 741-***; 741-***","High","2025-12-23 00:05:30"
"NewHirePaperwork_EMP-10032_2025-01-09.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10032_2025-01-09.docx","U.S. Social Security Number (SSN)","6","728-***; 728-***; 728-***","High","2025-12-23 00:05:30"
"NewHirePaperwork_EMP-10032_2025-10-11.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10032_2025-10-11.docx","U.S. Social Security Number (SSN)","6","728-***; 728-***; 728-***","High","2025-12-23 00:05:31"
"NewHirePaperwork_EMP-10032_2025-11-11.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10032_2025-11-11.xlsx","U.S. Social Security Number (SSN)","6","728-***; 728-***; 728-***","High","2025-12-23 00:05:31"
"NewHirePaperwork_EMP-10036_2025-03-19.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10036_2025-03-19.xlsx","U.S. Social Security Number (SSN)","6","723-***; 723-***; 723-***","High","2025-12-23 00:05:32"
"NewHirePaperwork_EMP-10036_2025-11-19.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10036_2025-11-19.xlsx","U.S. Social Security Number (SSN)","6","723-***; 723-***; 723-***","High","2025-12-23 00:05:32"
"NewHirePaperwork_EMP-10036_2025-11-24.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10036_2025-11-24.docx","U.S. Social Security Number (SSN)","6","723-***; 723-***; 723-***","High","2025-12-23 00:05:32"
"NewHirePaperwork_EMP-10037_2025-01-17.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10037_2025-01-17.pdf","U.S. Social Security Number (SSN)","6","669-***; 669-***; 669-***","High","2025-12-23 00:05:33"
"NewHirePaperwork_EMP-10041_2025-11-05.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10041_2025-11-05.docx","U.S. Social Security Number (SSN)","6","313-***; 313-***; 313-***","High","2025-12-23 00:05:33"
"NewHirePaperwork_EMP-10045_2024-12-24.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10045_2024-12-24.txt","U.S. Social Security Number (SSN)","6","360-***; 360-***; 360-***","High","2025-12-23 00:05:34"
"NewHirePaperwork_EMP-10045_2025-07-25.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10045_2025-07-25.xlsx","U.S. Social Security Number (SSN)","6","360-***; 360-***; 360-***","High","2025-12-23 00:05:34"
"NewHirePaperwork_EMP-10052_2025-05-15.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10052_2025-05-15.docx","U.S. Social Security Number (SSN)","6","470-***; 470-***; 470-***","High","2025-12-23 00:05:35"
"NewHirePaperwork_EMP-10054_2025-12-13.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10054_2025-12-13.docx","U.S. Social Security Number (SSN)","6","471-***; 471-***; 471-***","High","2025-12-23 00:05:35"
"NewHirePaperwork_EMP-10063_2025-06-19.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10063_2025-06-19.xlsx","U.S. Social Security Number (SSN)","6","029-***; 029-***; 029-***","High","2025-12-23 00:05:36"
"NewHirePaperwork_EMP-10066_2025-05-29.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10066_2025-05-29.docx","U.S. Social Security Number (SSN)","6","524-***; 524-***; 524-***","High","2025-12-23 00:05:36"
"NewHirePaperwork_EMP-10066_2025-10-10.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10066_2025-10-10.docx","U.S. Social Security Number (SSN)","6","524-***; 524-***; 524-***","High","2025-12-23 00:05:36"
"NewHirePaperwork_EMP-10066_2025-12-16.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10066_2025-12-16.docx","U.S. Social Security Number (SSN)","6","524-***; 524-***; 524-***","High","2025-12-23 00:05:37"
"NewHirePaperwork_EMP-10071_2025-06-01.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10071_2025-06-01.txt","U.S. Social Security Number (SSN)","6","820-***; 820-***; 820-***","High","2025-12-23 00:05:37"
"NewHirePaperwork_EMP-10072_2025-11-13.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10072_2025-11-13.pdf","U.S. Social Security Number (SSN)","6","275-***; 275-***; 275-***","High","2025-12-23 00:05:38"
"NewHirePaperwork_EMP-10074_2025-02-14.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10074_2025-02-14.xlsx","U.S. Social Security Number (SSN)","6","191-***; 191-***; 191-***","High","2025-12-23 00:05:38"
"NewHirePaperwork_EMP-10074_2025-08-04.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10074_2025-08-04.docx","U.S. Social Security Number (SSN)","6","191-***; 191-***; 191-***","High","2025-12-23 00:05:39"
"NewHirePaperwork_EMP-10074_2025-09-14.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10074_2025-09-14.pdf","U.S. Social Security Number (SSN)","6","191-***; 191-***; 191-***","High","2025-12-23 00:05:39"
"NewHirePaperwork_EMP-10081_2025-06-01.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10081_2025-06-01.docx","U.S. Social Security Number (SSN)","6","826-***; 826-***; 826-***","High","2025-12-23 00:05:39"
"NewHirePaperwork_EMP-10081_2025-08-06.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10081_2025-08-06.pdf","U.S. Social Security Number (SSN)","6","826-***; 826-***; 826-***","High","2025-12-23 00:05:40"
"NewHirePaperwork_EMP-10085_2025-04-17.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10085_2025-04-17.docx","U.S. Social Security Number (SSN)","6","699-***; 699-***; 699-***","High","2025-12-23 00:05:40"
"NewHirePaperwork_EMP-10085_2025-08-13.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10085_2025-08-13.docx","U.S. Social Security Number (SSN)","6","699-***; 699-***; 699-***","High","2025-12-23 00:05:41"
"NewHirePaperwork_EMP-10085_2025-08-31.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10085_2025-08-31.docx","U.S. Social Security Number (SSN)","6","699-***; 699-***; 699-***","High","2025-12-23 00:05:41"
"NewHirePaperwork_EMP-10091_2025-01-15.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10091_2025-01-15.xlsx","U.S. Social Security Number (SSN)","6","204-***; 204-***; 204-***","High","2025-12-23 00:05:42"
"NewHirePaperwork_EMP-10091_2025-02-20.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10091_2025-02-20.txt","U.S. Social Security Number (SSN)","6","204-***; 204-***; 204-***","High","2025-12-23 00:05:42"
"NewHirePaperwork_EMP-10092_2025-09-01.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10092_2025-09-01.xlsx","U.S. Social Security Number (SSN)","6","334-***; 334-***; 334-***","High","2025-12-23 00:05:42"
"NewHirePaperwork_EMP-10098_2025-07-26.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10098_2025-07-26.pdf","U.S. Social Security Number (SSN)","6","161-***; 161-***; 161-***","High","2025-12-23 00:05:43"
"NewHirePaperwork_EMP-10099_2025-11-13.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/NewHirePaperwork_EMP-10099_2025-11-13.docx","U.S. Social Security Number (SSN)","6","492-***; 492-***; 492-***","High","2025-12-23 00:05:43"
"PayrollDocument_EMP-10004_2025-12-05.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10004_2025-12-05.docx","U.S. Social Security Number (SSN)","9","275-***; 275-***; 275-***","High","2025-12-23 00:05:44"
"PayrollDocument_EMP-10006_2025-02-21.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10006_2025-02-21.docx","U.S. Social Security Number (SSN)","9","589-***; 589-***; 589-***","High","2025-12-23 00:05:44"
"PayrollDocument_EMP-10006_2025-11-28.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10006_2025-11-28.docx","U.S. Social Security Number (SSN)","9","589-***; 589-***; 589-***","High","2025-12-23 00:05:44"
"PayrollDocument_EMP-10007_2025-08-02.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10007_2025-08-02.pdf","U.S. Social Security Number (SSN)","9","612-***; 612-***; 612-***","High","2025-12-23 00:05:45"
"PayrollDocument_EMP-10010_2025-02-14.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10010_2025-02-14.docx","U.S. Social Security Number (SSN)","9","390-***; 390-***; 390-***","High","2025-12-23 00:05:45"
"PayrollDocument_EMP-10013_2025-01-14.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10013_2025-01-14.xlsx","U.S. Social Security Number (SSN)","9","001-***; 001-***; 001-***","High","2025-12-23 00:05:46"
"PayrollDocument_EMP-10018_2025-04-04.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10018_2025-04-04.xlsx","U.S. Social Security Number (SSN)","9","233-***; 233-***; 233-***","High","2025-12-23 00:05:46"
"PayrollDocument_EMP-10018_2025-12-19.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10018_2025-12-19.docx","U.S. Social Security Number (SSN)","9","233-***; 233-***; 233-***","High","2025-12-23 00:05:47"
"PayrollDocument_EMP-10019_2025-01-28.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10019_2025-01-28.pdf","U.S. Social Security Number (SSN)","9","705-***; 705-***; 705-***","High","2025-12-23 00:05:47"
"PayrollDocument_EMP-10019_2025-07-19.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10019_2025-07-19.docx","U.S. Social Security Number (SSN)","9","705-***; 705-***; 705-***","High","2025-12-23 00:05:47"
"PayrollDocument_EMP-10020_2025-05-15.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10020_2025-05-15.pdf","U.S. Social Security Number (SSN)","9","595-***; 595-***; 595-***","High","2025-12-23 00:05:48"
"PayrollDocument_EMP-10027_2025-01-21.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10027_2025-01-21.docx","U.S. Social Security Number (SSN)","9","741-***; 741-***; 741-***","High","2025-12-23 00:05:48"
"PayrollDocument_EMP-10031_2025-09-17.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10031_2025-09-17.xlsx","U.S. Social Security Number (SSN)","9","893-***; 893-***; 893-***","High","2025-12-23 00:05:49"
"PayrollDocument_EMP-10033_2025-01-05.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10033_2025-01-05.xlsx","U.S. Social Security Number (SSN)","9","420-***; 420-***; 420-***","High","2025-12-23 00:05:49"
"PayrollDocument_EMP-10034_2025-02-20.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10034_2025-02-20.pdf","U.S. Social Security Number (SSN)","9","455-***; 455-***; 455-***","High","2025-12-23 00:05:50"
"PayrollDocument_EMP-10034_2025-06-23.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10034_2025-06-23.pdf","U.S. Social Security Number (SSN)","9","455-***; 455-***; 455-***","High","2025-12-23 00:05:50"
"PayrollDocument_EMP-10038_2025-06-18.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10038_2025-06-18.xlsx","U.S. Social Security Number (SSN)","9","678-***; 678-***; 678-***","High","2025-12-23 00:05:50"
"PayrollDocument_EMP-10040_2025-03-24.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10040_2025-03-24.xlsx","U.S. Social Security Number (SSN)","9","856-***; 856-***; 856-***","High","2025-12-23 00:05:51"
"PayrollDocument_EMP-10042_2025-09-11.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10042_2025-09-11.docx","U.S. Social Security Number (SSN)","9","291-***; 291-***; 291-***","High","2025-12-23 00:05:51"
"PayrollDocument_EMP-10049_2025-09-22.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10049_2025-09-22.docx","U.S. Social Security Number (SSN)","9","108-***; 108-***; 108-***","High","2025-12-23 00:05:52"
"PayrollDocument_EMP-10053_2025-08-09.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10053_2025-08-09.pdf","U.S. Social Security Number (SSN)","9","787-***; 787-***; 787-***","High","2025-12-23 00:05:52"
"PayrollDocument_EMP-10054_2025-02-11.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10054_2025-02-11.docx","U.S. Social Security Number (SSN)","9","471-***; 471-***; 471-***","High","2025-12-23 00:05:53"
"PayrollDocument_EMP-10059_2025-01-04.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10059_2025-01-04.pdf","U.S. Social Security Number (SSN)","9","254-***; 254-***; 254-***","High","2025-12-23 00:05:53"
"PayrollDocument_EMP-10060_2025-10-27.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10060_2025-10-27.txt","U.S. Social Security Number (SSN)","9","731-***; 731-***; 731-***","High","2025-12-23 00:05:53"
"PayrollDocument_EMP-10062_2025-05-29.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10062_2025-05-29.xlsx","U.S. Social Security Number (SSN)","9","812-***; 812-***; 812-***","High","2025-12-23 00:05:54"
"PayrollDocument_EMP-10064_2025-03-24.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10064_2025-03-24.xlsx","U.S. Social Security Number (SSN)","9","430-***; 430-***; 430-***","High","2025-12-23 00:05:54"
"PayrollDocument_EMP-10065_2025-02-20.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10065_2025-02-20.docx","U.S. Social Security Number (SSN)","9","452-***; 452-***; 452-***","High","2025-12-23 00:05:55"
"PayrollDocument_EMP-10065_2025-05-30.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10065_2025-05-30.xlsx","U.S. Social Security Number (SSN)","9","452-***; 452-***; 452-***","High","2025-12-23 00:05:55"
"PayrollDocument_EMP-10067_2025-05-23.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10067_2025-05-23.xlsx","U.S. Social Security Number (SSN)","9","004-***; 004-***; 004-***","High","2025-12-23 00:05:56"
"PayrollDocument_EMP-10068_2025-07-30.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10068_2025-07-30.pdf","U.S. Social Security Number (SSN)","9","117-***; 117-***; 117-***","High","2025-12-23 00:05:56"
"PayrollDocument_EMP-10072_2025-06-02.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10072_2025-06-02.xlsx","U.S. Social Security Number (SSN)","9","275-***; 275-***; 275-***","High","2025-12-23 00:05:56"
"PayrollDocument_EMP-10072_2025-06-17.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10072_2025-06-17.pdf","U.S. Social Security Number (SSN)","9","275-***; 275-***; 275-***","High","2025-12-23 00:05:57"
"PayrollDocument_EMP-10072_2025-08-06.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10072_2025-08-06.docx","U.S. Social Security Number (SSN)","9","275-***; 275-***; 275-***","High","2025-12-23 00:05:57"
"PayrollDocument_EMP-10074_2025-04-27.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10074_2025-04-27.xlsx","U.S. Social Security Number (SSN)","9","191-***; 191-***; 191-***","High","2025-12-23 00:05:58"
"PayrollDocument_EMP-10075_2025-10-16.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10075_2025-10-16.pdf","U.S. Social Security Number (SSN)","9","061-***; 061-***; 061-***","High","2025-12-23 00:05:58"
"PayrollDocument_EMP-10076_2025-02-12.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10076_2025-02-12.txt","U.S. Social Security Number (SSN)","9","027-***; 027-***; 027-***","High","2025-12-23 00:05:59"
"PayrollDocument_EMP-10077_2025-02-26.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10077_2025-02-26.docx","U.S. Social Security Number (SSN)","9","098-***; 098-***; 098-***","High","2025-12-23 00:05:59"
"PayrollDocument_EMP-10083_2025-06-10.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10083_2025-06-10.docx","U.S. Social Security Number (SSN)","9","235-***; 235-***; 235-***","High","2025-12-23 00:05:59"
"PayrollDocument_EMP-10084_2025-02-07.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10084_2025-02-07.docx","U.S. Social Security Number (SSN)","9","527-***; 527-***; 527-***","High","2025-12-23 00:06:00"
"PayrollDocument_EMP-10084_2025-06-22.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10084_2025-06-22.docx","U.S. Social Security Number (SSN)","9","527-***; 527-***; 527-***","High","2025-12-23 00:06:00"
"PayrollDocument_EMP-10085_2025-12-10.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10085_2025-12-10.xlsx","U.S. Social Security Number (SSN)","9","699-***; 699-***; 699-***","High","2025-12-23 00:06:01"
"PayrollDocument_EMP-10090_2025-09-16.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10090_2025-09-16.xlsx","U.S. Social Security Number (SSN)","9","479-***; 479-***; 479-***","High","2025-12-23 00:06:01"
"PayrollDocument_EMP-10092_2025-01-26.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10092_2025-01-26.txt","U.S. Social Security Number (SSN)","9","334-***; 334-***; 334-***","High","2025-12-23 00:06:02"
"PayrollDocument_EMP-10092_2025-04-05.pdf","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10092_2025-04-05.pdf","U.S. Social Security Number (SSN)","9","334-***; 334-***; 334-***","High","2025-12-23 00:06:02"
"PayrollDocument_EMP-10092_2025-10-16.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10092_2025-10-16.docx","U.S. Social Security Number (SSN)","9","334-***; 334-***; 334-***","High","2025-12-23 00:06:02"
"PayrollDocument_EMP-10098_2025-11-14.txt","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PayrollDocument_EMP-10098_2025-11-14.txt","U.S. Social Security Number (SSN)","9","161-***; 161-***; 161-***","High","2025-12-23 00:06:03"
"PersonnelRecord_EMP-10005_2025-07-08.xlsx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PersonnelRecord_EMP-10005_2025-07-08.xlsx","U.S. Social Security Number (SSN)","7","779-***; 779-***; 779-***","High","2025-12-23 00:06:03"
"PersonnelRecord_EMP-10006_2025-09-09.docx","HR-Simulation","Documents","https://marcusjcloud.sharepoint.com/sites/HR-Simulation/Shared Documents/PersonnelRecord_EMP-10006_2025-09-09.docx","U.S. Social Security Number (SSN)","7","589-***; 589-***; 589-***","High","2025-12-23 00:06:04"
